latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-74.0199,49.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_100m (°),wind_direction_10m (°),wind_gusts_10m (km/h),rain (mm),weather_code (wmo code),cloud_cover (%),cloud_cover_low (%),cloud_cover_high (%),cloud_cover_mid (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wet_bulb_temperature_2m (°C),is_day (),sunshine_duration (s),albedo (undefined),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
1749506400,19.5,84,16.8,20.4,0.00,10.0,15.5,58,54,24.5,0.00,3,100,100,0,0,0.10,0.35,17.6,1,0.00,NaN,126.0,7.0,119.0,13.8,126.0,675.1,104.7,5.8,98.9,11.4,104.7,560.8
1749510000,19.1,86,16.7,19.9,0.00,10.3,16.0,59,55,24.8,0.00,3,100,100,0,0,0.08,0.31,17.4,1,0.00,NaN,110.0,12.0,98.0,36.1,110.0,441.5,80.0,8.7,71.2,26.2,80.0,321.0
1749513600,18.2,90,16.4,18.9,0.00,10.0,16.5,59,57,24.5,0.00,3,100,100,100,0,0.04,0.22,16.9,1,0.00,NaN,37.0,3.0,34.0,19.1,37.0,200.9,15.2,1.2,13.9,7.6,14.7,82.4
1749517200,17.1,91,15.6,18.2,0.00,5.5,8.8,71,67,17.6,0.00,3,100,100,100,0,0.02,0.18,16.0,0,0.00,NaN,1.0,0.0,1.0,0.0,1.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0
1749520800,17.0,92,15.7,18.1,0.00,6.2,9.7,72,73,14.4,0.00,3,100,100,99,0,0.00,0.16,16.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749524400,16.9,93,15.7,17.9,0.00,6.4,10.8,75,74,16.2,0.00,3,100,100,100,0,0.00,0.14,16.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749528000,17.0,93,15.8,18.5,0.00,3.4,5.1,67,72,14.8,0.00,3,100,100,100,3,0.00,0.14,16.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749531600,17.0,93,15.9,18.4,0.00,4.1,5.9,59,61,10.1,0.00,3,100,100,64,11,0.00,0.13,16.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749535200,16.9,94,15.9,18.1,0.00,5.7,8.7,85,81,13.3,0.00,3,100,100,100,0,0.00,0.12,16.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749538800,16.9,95,16.1,18.6,0.00,2.7,5.8,97,86,13.3,0.00,3,100,100,100,1,0.00,0.10,16.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749542400,16.7,96,16.1,18.4,0.00,3.1,6.0,99,90,6.5,0.00,3,100,100,100,0,0.00,0.07,16.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749546000,16.7,97,16.2,18.1,0.00,5.1,10.1,96,82,10.8,0.00,3,100,100,100,30,0.00,0.06,16.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749549600,16.9,96,16.3,18.1,0.00,7.1,12.6,114,111,14.8,0.00,3,100,100,100,87,0.02,0.08,16.4,1,0.00,NaN,4.0,0.0,4.0,0.0,4.0,48.4,9.7,0.0,9.7,0.0,4.4,117.3
1749553200,17.2,95,16.4,18.8,1.00,4.4,8.2,148,150,20.9,1.00,55,100,100,100,59,0.03,0.10,16.6,1,0.00,NaN,24.0,0.0,24.0,0.0,24.0,236.6,36.2,0.0,36.2,0.0,36.2,357.1
1749556800,17.2,98,16.9,18.9,4.40,4.8,8.6,331,345,25.6,4.40,63,100,100,42,58,0.04,0.04,17.0,1,0.00,NaN,44.0,0.0,44.0,0.0,44.0,477.2,54.9,0.0,54.9,0.0,54.9,595.7
1749560400,17.6,96,16.9,18.7,2.50,8.7,13.3,55,53,19.4,2.50,63,100,100,98,100,0.05,0.08,17.1,1,0.00,NaN,60.0,1.0,59.0,1.9,60.0,708.3,69.2,1.2,68.0,2.2,69.2,816.8
1749564000,17.6,96,17.0,19.5,4.70,4.2,7.9,78,80,19.1,4.70,63,100,14,100,100,0.05,0.08,17.1,1,0.00,NaN,51.0,0.0,51.0,0.0,51.0,914.4,56.1,0.0,56.1,0.0,56.1,1005.4
1749567600,17.7,97,17.2,19.8,7.40,3.3,5.9,79,77,13.0,7.40,63,100,5,100,100,0.06,0.07,17.3,1,0.00,NaN,73.0,0.0,73.0,0.0,73.0,1081.2,77.5,0.0,77.5,0.0,77.5,1148.6
1749571200,18.6,93,17.5,20.8,1.40,3.9,4.9,54,53,12.2,1.40,61,100,37,100,86,0.13,0.14,17.8,1,0.00,NaN,200.0,17.0,183.0,18.8,200.0,1197.5,206.5,17.6,189.0,19.5,206.5,1236.7
1749574800,20.2,86,17.9,22.8,0.00,1.8,2.5,8,6,17.3,0.00,3,100,100,100,22,0.27,0.32,18.5,1,578.23,NaN,409.0,75.0,334.0,79.3,409.0,1255.4,411.7,75.5,336.2,79.8,411.7,1263.7
1749578400,22.0,80,18.3,24.6,0.00,2.8,4.1,283,285,12.6,0.00,3,100,100,100,0,0.33,0.54,19.4,1,1509.69,NaN,502.0,104.0,398.0,110.3,502.0,1250.9,492.7,102.1,390.6,108.3,492.7,1227.7
1749582000,23.1,76,18.6,25.2,0.10,7.8,11.0,285,283,20.9,0.10,51,100,100,100,3,0.34,0.68,20.0,1,3510.85,NaN,515.0,158.0,357.0,177.0,515.0,1184.3,491.9,150.9,341.0,169.1,491.9,1131.2
1749585600,24.0,69,18.1,25.5,0.00,10.1,14.6,270,267,26.6,0.00,1,38,32,0,12,0.30,0.91,19.9,1,2255.15,NaN,418.0,108.0,310.0,135.2,418.0,1060.2,386.7,99.9,286.8,125.1,386.7,980.9
1749589200,25.0,66,18.2,26.6,0.00,9.1,13.3,237,236,26.3,0.00,0,11,3,5,5,0.30,1.08,20.3,1,3600.00,NaN,422.0,242.0,180.0,362.0,422.0,887.0,374.3,214.7,159.7,321.1,374.3,786.8
1749592800,25.0,66,18.3,26.4,0.00,11.8,18.2,244,245,31.7,0.00,1,37,14,10,23,0.28,1.07,20.4,1,3600.00,NaN,401.0,282.0,119.0,553.1,401.0,676.6,333.3,234.4,98.9,459.7,333.3,562.4
1749596400,24.5,67,17.9,25.6,0.10,11.9,21.5,254,252,32.4,0.10,51,45,5,39,6,0.17,1.02,20.0,1,3600.00,NaN,201.0,121.0,80.0,362.3,201.0,443.2,146.4,88.1,58.3,263.8,146.4,322.8
1749600000,23.5,71,18.0,25.2,0.00,8.9,19.1,246,241,26.3,0.00,3,98,0,98,1,0.08,0.83,19.7,1,3413.48,NaN,78.0,34.0,44.0,215.9,78.0,202.8,32.4,14.1,18.3,87.2,31.5,84.3
1749603600,22.3,77,18.0,24.3,0.00,5.9,15.4,221,200,13.7,0.00,3,97,4,97,20,0.03,0.62,19.3,0,0.00,NaN,4.0,0.0,4.0,0.0,4.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0
1749607200,22.3,72,17.0,23.5,0.00,8.2,20.7,252,244,16.6,0.00,3,100,2,100,24,0.02,0.75,18.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749610800,21.7,70,15.9,22.5,0.00,8.5,21.1,269,264,17.6,0.00,3,100,0,100,0,0.03,0.79,17.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749614400,20.5,74,15.6,21.4,0.00,7.2,18.9,284,282,17.3,0.00,0,16,0,16,0,0.02,0.64,17.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749618000,19.1,81,15.7,20.4,0.00,4.3,13.3,286,270,14.8,0.00,0,7,0,2,5,0.00,0.42,16.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749621600,18.3,85,15.6,19.6,0.00,3.8,10.4,309,301,8.3,0.00,0,0,0,0,0,0.00,0.32,16.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749625200,17.6,88,15.6,19.0,0.00,3.5,9.1,319,291,7.6,0.00,0,0,0,0,0,0.00,0.24,16.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749628800,17.0,90,15.4,18.3,0.00,3.3,8.4,344,315,6.8,0.00,0,0,0,0,0,0.00,0.19,15.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749632400,16.6,92,15.3,17.8,0.00,3.8,9.4,357,329,7.6,0.00,0,0,0,0,0,0.00,0.15,15.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749636000,16.8,91,15.4,18.0,0.00,4.8,11.1,352,329,10.1,0.00,0,0,0,0,0,0.01,0.16,15.8,1,0.00,NaN,10.0,3.0,7.0,37.2,10.0,48.6,24.2,7.3,17.0,40.9,11.0,117.6
1749639600,17.8,90,16.1,19.2,0.00,4.5,10.0,345,317,10.8,0.00,0,0,0,0,0,0.05,0.20,16.6,1,3600.00,NaN,113.0,66.0,47.0,369.8,113.0,236.8,170.4,99.5,70.9,557.7,170.4,357.2
1749643200,19.7,85,17.1,22.0,0.00,2.0,5.5,328,297,10.4,0.00,0,0,0,0,0,0.16,0.35,17.9,1,3600.00,NaN,284.0,208.0,76.0,578.3,284.0,477.2,354.5,259.6,94.9,721.8,354.5,595.6
1749646800,22.2,69,16.2,23.8,0.00,3.6,6.0,309,307,13.7,0.00,0,0,0,0,0,0.29,0.83,18.2,1,3600.00,NaN,472.0,378.0,94.0,708.1,472.0,708.2,544.3,435.9,108.4,816.5,544.3,816.6
1749650400,23.9,51,13.0,24.7,0.00,5.2,7.6,297,295,17.3,0.00,0,0,0,0,0,0.42,1.47,17.2,1,3600.00,NaN,647.0,541.0,106.0,785.1,647.0,914.2,711.4,594.9,116.6,863.3,711.4,1005.2
1749654000,25.2,43,11.9,26.2,0.00,7.1,10.4,285,285,21.2,0.00,0,0,0,0,0,0.54,1.81,17.1,1,3600.00,NaN,791.0,676.0,115.0,829.6,791.0,1081.1,840.3,718.2,122.2,881.3,840.3,1148.5
1749657600,26.2,41,11.8,27.4,0.00,9.2,13.5,272,273,25.9,0.00,0,0,0,0,0,0.62,2.01,17.5,1,3600.00,NaN,889.0,767.0,122.0,849.7,889.0,1197.5,918.1,792.1,126.0,877.6,918.1,1236.7
1749661200,27.4,37,11.6,28.0,0.00,13.6,19.9,276,278,33.5,0.00,1,41,0,0,41,0.68,2.28,17.8,1,3600.00,NaN,940.0,815.0,125.0,861.2,940.0,1255.5,946.3,820.4,125.8,866.9,946.3,1263.9
1749664800,27.8,35,10.8,26.9,0.00,16.6,24.5,271,270,42.1,0.00,3,95,0,0,95,0.62,2.45,17.7,1,3600.00,NaN,793.0,617.0,176.0,654.2,793.0,1251.2,778.4,605.6,172.8,642.1,778.4,1228.1
1749668400,27.0,40,12.4,25.1,0.00,18.3,28.1,283,283,43.6,0.00,0,13,0,0,12,0.48,2.13,18.1,1,3600.00,NaN,559.0,271.0,288.0,303.4,559.0,1184.9,534.0,258.9,275.1,289.9,534.0,1131.9
1749672000,27.3,40,12.6,26.0,0.00,17.8,27.5,279,277,45.0,0.00,0,10,0,0,10,0.52,2.18,18.3,1,3600.00,NaN,650.0,443.0,207.0,553.9,650.0,1061.0,601.5,409.9,191.6,512.6,601.5,981.9
1749675600,27.1,40,12.5,25.5,0.00,16.4,25.4,268,268,41.4,0.00,0,8,0,0,8,0.43,2.14,18.2,1,3600.00,NaN,491.0,316.0,175.0,472.0,491.0,888.1,435.7,280.4,155.3,418.9,435.7,788.1
1749679200,27.1,41,12.8,25.9,0.00,14.1,23.6,286,289,37.8,0.00,0,3,0,0,3,0.36,2.10,18.3,1,3600.00,NaN,420.0,313.0,107.0,612.5,420.0,677.9,349.3,260.3,89.0,509.4,349.3,563.9
1749682800,26.4,44,13.1,25.5,0.00,13.0,24.0,273,274,31.7,0.00,0,0,0,0,0,0.25,1.94,18.2,1,3600.00,NaN,255.0,181.0,74.0,539.8,255.0,444.8,186.0,132.0,54.0,393.8,186.0,324.5
1749686400,25.0,48,13.1,24.2,0.00,11.8,23.5,247,249,29.5,0.00,0,0,0,0,0,0.14,1.66,17.6,1,3441.91,NaN,94.0,53.0,41.0,335.2,94.0,204.6,39.6,22.3,17.3,137.7,38.6,86.2
1749690000,24.2,51,13.4,24.0,0.00,9.0,21.5,242,237,20.2,0.00,0,0,0,0,0,0.09,1.49,17.4,0,0.00,NaN,5.0,1.0,4.0,14.5,5.0,33.1,0.0,0.0,0.0,0.0,0.0,0.0
1749693600,23.1,55,13.7,23.2,0.00,7.9,20.8,235,229,19.4,0.00,0,0,0,0,0,0.05,1.26,17.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749697200,22.5,59,14.0,22.5,0.00,9.1,22.6,239,236,19.1,0.00,0,0,0,0,0,0.05,1.12,17.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749700800,21.8,60,13.8,21.7,0.00,9.5,23.3,243,241,20.2,0.00,0,0,0,0,0,0.05,1.04,16.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749704400,21.0,62,13.5,20.8,0.00,9.0,22.7,243,239,20.2,0.00,0,0,0,0,0,0.04,0.94,16.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749708000,20.4,64,13.2,20.1,0.00,8.9,22.8,240,234,19.1,0.00,0,0,0,0,0,0.04,0.87,15.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749711600,19.9,66,13.4,19.6,0.00,9.5,23.1,244,241,20.2,0.00,0,6,0,6,0,0.04,0.79,15.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749715200,19.6,69,13.8,19.3,0.00,10.3,24.6,245,243,21.6,0.00,0,2,0,2,0,0.03,0.70,15.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749718800,19.3,72,14.1,19.1,0.00,10.5,24.7,248,243,22.0,0.00,0,13,0,13,0,0.03,0.62,15.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749722400,19.1,74,14.4,19.1,0.00,10.5,24.1,250,246,22.0,0.00,1,26,0,26,0,0.05,0.57,16.0,1,0.00,NaN,10.0,3.0,7.0,37.2,10.0,48.7,24.2,7.3,16.9,40.9,11.0,117.8
1749726000,20.2,72,14.9,20.3,0.00,10.2,23.6,254,246,23.0,0.00,1,23,0,23,0,0.09,0.67,16.6,1,3600.00,NaN,112.0,66.0,46.0,369.6,112.0,236.9,168.9,99.5,69.4,557.2,168.9,357.2
1749729600,22.1,67,15.6,22.8,0.00,8.0,15.8,253,245,19.8,0.00,0,17,0,17,0,0.18,0.89,17.8,1,3600.00,NaN,279.0,203.0,76.0,564.4,279.0,477.1,348.2,253.4,94.9,704.4,348.2,595.5
1749733200,25.4,57,16.2,26.5,0.00,7.1,10.8,249,240,20.5,0.00,2,53,0,53,0,0.32,1.40,19.4,1,3600.00,NaN,466.0,373.0,93.0,698.8,466.0,708.0,537.3,430.1,107.2,805.7,537.3,816.4
1749736800,27.5,51,16.4,28.9,0.00,9.4,13.9,274,271,25.6,0.00,1,41,0,41,0,0.46,1.81,20.3,1,3600.00,NaN,637.0,528.0,109.0,766.3,637.0,914.0,700.4,580.6,119.9,842.6,700.4,1005.0
1749740400,29.0,45,15.8,30.8,0.00,10.1,14.9,277,276,28.4,0.00,0,0,0,0,0,0.58,2.21,20.5,1,3600.00,NaN,781.0,665.0,116.0,816.0,781.0,1080.9,829.7,706.5,123.2,867.0,829.7,1148.3
1749744000,30.3,38,14.5,32.1,0.00,10.7,15.6,276,278,29.9,0.00,0,0,0,0,0,0.67,2.67,20.3,1,3600.00,NaN,882.0,762.0,120.0,844.1,882.0,1197.4,910.9,787.0,123.9,871.8,910.9,1236.7
1749747600,31.1,36,14.5,33.0,0.00,11.6,17.0,286,289,32.0,0.00,0,0,0,0,0,0.72,2.88,20.6,1,3600.00,NaN,932.0,810.0,122.0,855.7,932.0,1255.6,938.3,815.5,122.8,861.4,938.3,1264.0
1749751200,31.6,35,14.1,33.1,0.00,13.0,18.9,291,294,36.0,0.00,0,9,1,2,7,0.73,3.03,20.6,1,3600.00,NaN,926.0,805.0,121.0,853.1,926.0,1251.5,909.0,790.2,118.8,837.5,909.0,1228.5
1749754800,31.4,35,14.3,32.0,0.00,15.3,21.8,287,287,39.2,0.00,1,35,1,22,16,0.67,2.98,20.6,1,3600.00,NaN,810.0,672.0,138.0,751.9,810.0,1185.4,773.9,642.1,131.9,718.4,773.9,1132.6
1749758400,31.4,37,15.0,31.7,0.00,14.2,20.6,282,283,39.6,0.00,1,32,0,24,9,0.58,2.89,21.0,1,3600.00,NaN,687.0,562.0,125.0,702.0,687.0,1061.8,635.9,520.2,115.7,649.7,635.9,982.8
1749762000,31.0,36,14.1,30.2,0.00,15.3,22.6,284,286,40.7,0.00,1,45,2,43,4,0.51,2.89,20.4,1,3600.00,NaN,564.0,443.0,121.0,660.8,564.0,889.2,500.6,393.2,107.4,586.5,500.6,789.3
1749765600,29.1,46,16.5,29.4,0.00,13.3,20.4,300,302,41.0,0.00,3,100,2,100,33,0.35,2.16,20.9,1,3600.00,NaN,399.0,279.0,120.0,544.8,399.0,679.2,332.1,232.2,99.9,453.4,332.1,565.3
1749769200,28.9,48,16.8,29.6,0.00,11.8,18.2,295,296,32.0,0.00,3,100,0,100,44,0.23,2.08,21.0,1,3600.00,NaN,202.0,104.0,98.0,309.1,202.0,446.3,147.6,76.0,71.6,225.8,147.6,326.0
1749772800,27.6,53,17.0,28.5,0.00,10.4,17.8,316,318,27.4,0.00,3,98,0,98,20,0.13,1.75,20.6,1,2453.70,NaN,78.0,23.0,55.0,144.9,78.0,206.2,33.2,9.8,23.4,60.5,32.6,87.9
1749776400,27.4,53,17.1,29.3,0.10,4.5,12.7,302,299,22.7,0.10,51,91,0,91,1,0.06,1.71,20.6,0,0.00,NaN,4.0,0.0,4.0,0.0,4.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0
1749780000,26.4,58,17.4,28.2,0.00,5.4,14.6,338,339,11.5,0.00,3,100,15,100,21,0.03,1.45,20.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749783600,25.3,54,15.3,25.8,0.00,8.6,17.1,359,359,18.7,0.00,3,100,0,100,0,0.06,1.48,18.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749787200,23.7,52,13.4,23.7,0.00,7.5,16.6,343,345,19.1,0.00,3,100,0,100,0,0.05,1.40,17.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749790800,22.7,52,12.3,22.4,0.00,6.8,16.7,340,333,16.2,0.00,3,100,0,100,0,0.04,1.33,16.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749794400,21.8,54,12.1,21.6,0.00,5.8,14.8,350,344,15.5,0.00,3,100,0,100,0,0.03,1.21,15.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749798000,21.0,59,12.6,21.1,0.00,4.5,11.2,4,358,12.6,0.00,3,100,0,100,2,0.02,1.03,15.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749801600,20.3,63,12.9,20.5,0.00,4.8,12.2,24,22,11.2,0.00,3,100,0,100,0,0.01,0.89,15.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749805200,19.7,66,13.2,20.0,0.00,5.1,12.2,43,36,11.2,0.00,3,100,0,100,2,0.01,0.77,15.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749808800,19.3,67,13.0,19.4,0.00,5.7,12.3,44,37,12.2,0.00,3,100,3,100,6,0.04,0.74,15.2,1,0.00,NaN,8.0,0.0,8.0,0.0,8.0,48.7,19.4,0.0,19.4,0.0,8.8,117.9
1749812400,19.5,61,11.7,19.0,0.00,7.5,12.1,37,33,17.6,0.00,3,100,2,100,4,0.08,0.89,14.7,1,0.00,NaN,65.0,3.0,62.0,16.8,65.0,236.9,98.0,4.5,93.5,25.3,98.0,357.1
1749816000,20.6,50,9.8,19.5,0.00,7.3,11.5,46,46,20.2,0.00,3,100,3,100,6,0.16,1.21,14.2,1,3600.00,NaN,211.0,66.0,145.0,183.5,211.0,476.9,263.3,82.4,181.0,229.0,263.3,595.2
1749819600,22.3,38,7.3,20.4,0.00,7.7,11.3,54,53,23.4,0.00,3,99,2,99,28,0.25,1.67,13.9,1,3600.00,NaN,328.0,103.0,225.0,193.0,328.0,707.8,378.2,118.8,259.4,222.5,378.2,816.1
1749823200,24.0,32,6.1,21.8,0.00,8.0,11.6,51,50,25.9,0.00,3,100,0,100,16,0.39,2.04,14.1,1,3600.00,NaN,543.0,305.0,238.0,442.7,543.0,913.7,597.1,335.4,261.7,486.8,597.1,1004.7
1749826800,25.5,28,5.7,24.2,0.00,7.9,11.0,56,55,26.6,0.00,3,100,0,100,1,0.51,2.34,14.6,1,3600.00,NaN,702.0,455.0,247.0,558.4,702.0,1080.6,745.8,483.4,262.4,593.2,745.8,1148.1
1749830400,27.1,26,5.7,26.7,0.00,7.1,9.8,58,54,26.6,0.00,3,100,0,100,0,0.60,2.66,15.2,1,3600.00,NaN,826.0,599.0,227.0,663.5,826.0,1197.3,853.2,618.7,234.5,685.3,853.2,1236.6
1749834000,28.5,25,6.3,28.3,0.00,7.5,10.0,54,53,26.6,0.00,3,100,0,100,5,0.64,2.93,16.0,1,3600.00,NaN,860.0,602.0,258.0,635.8,860.0,1255.6,865.9,606.1,259.8,640.1,865.9,1264.2
1749837600,29.4,24,6.8,29.7,0.00,6.0,8.0,95,99,26.6,0.00,3,100,0,100,6,0.64,3.12,16.6,1,3600.00,NaN,860.0,598.0,262.0,633.5,860.0,1251.7,844.3,587.1,257.2,621.9,844.3,1228.9
1749841200,29.3,26,7.8,28.4,0.00,9.3,12.7,135,139,29.2,0.00,3,100,0,100,35,0.58,3.01,16.9,1,3600.00,NaN,729.0,385.0,344.0,430.5,729.0,1185.9,696.6,367.9,328.7,411.4,696.6,1133.2
1749844800,28.3,30,9.2,27.1,0.00,11.2,15.8,143,145,33.1,0.00,3,100,1,100,45,0.53,2.68,17.1,1,3600.00,NaN,662.0,471.0,191.0,587.8,662.0,1062.6,612.8,436.0,176.8,544.1,612.8,983.6
1749848400,27.1,34,9.7,25.4,0.00,10.7,15.3,146,147,33.1,0.00,3,80,0,68,43,0.36,2.38,16.9,1,3600.00,NaN,397.0,231.0,166.0,344.1,397.0,890.2,352.5,205.1,147.4,305.5,352.5,790.4
1749852000,26.5,35,9.7,24.8,0.00,10.7,15.7,150,151,30.2,0.00,3,99,0,99,24,0.31,2.25,16.7,1,3600.00,NaN,333.0,181.0,152.0,352.7,333.0,680.4,277.3,150.7,126.6,293.7,277.3,566.6
1749855600,25.4,37,9.5,23.7,0.00,10.3,15.4,148,149,29.9,0.00,3,100,0,100,34,0.23,2.05,16.1,1,3600.00,NaN,241.0,147.0,94.0,435.4,241.0,447.7,176.3,107.5,68.8,318.5,176.3,327.5
1749859200,23.8,40,9.4,22.4,0.00,8.2,12.5,143,144,27.4,0.00,3,99,1,99,10,0.12,1.77,15.4,1,3004.25,NaN,80.0,26.0,54.0,163.2,80.0,207.8,34.5,11.2,23.3,69.1,33.9,89.5
1749862800,22.4,46,10.1,21.1,0.00,9.0,14.0,132,133,22.0,0.00,3,100,1,99,84,0.10,1.47,15.1,0,0.00,NaN,4.0,0.0,4.0,0.0,4.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0
1749866400,21.6,45,9.3,20.2,0.00,8.4,13.2,112,109,22.0,0.00,3,100,0,100,98,0.06,1.41,14.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749870000,21.3,45,8.9,19.9,0.00,7.2,11.3,81,77,19.8,0.00,3,100,3,100,6,0.05,1.39,14.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749873600,20.7,47,8.9,19.4,0.00,7.1,11.4,85,83,17.6,0.00,3,100,4,100,61,0.05,1.30,13.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749877200,20.3,50,9.4,19.0,0.00,7.7,12.4,77,72,18.4,0.00,3,100,3,99,47,0.05,1.20,13.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749880800,19.6,55,10.3,18.5,0.00,8.3,13.0,80,77,19.4,0.00,3,100,12,100,45,0.05,1.03,14.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749884400,18.9,62,11.4,18.0,0.00,9.2,14.4,72,67,22.0,0.00,3,100,21,89,98,0.04,0.84,14.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749888000,18.1,71,12.8,17.5,0.40,10.0,15.6,61,56,22.7,0.40,51,100,16,100,46,0.03,0.60,14.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749891600,17.4,77,13.4,17.1,0.10,9.6,15.6,53,49,24.1,0.10,51,100,12,100,97,0.02,0.45,14.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
