latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-74.0199,49.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_100m (°),wind_direction_10m (°),wind_gusts_10m (km/h),rain (mm),weather_code (wmo code),cloud_cover (%),cloud_cover_low (%),cloud_cover_high (%),cloud_cover_mid (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wet_bulb_temperature_2m (°C),is_day (),sunshine_duration (s),albedo (undefined),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
1722470400,24.6,85,22.0,28.2,0.00,9.0,17.0,201,203,17.3,0.00,1,24,2,8,15,0.05,0.45,22.7,1,2412.78,NaN,53.0,24.0,29.0,170.7,53.0,152.9,10.3,4.7,5.6,27.1,8.4,29.7
1722474000,26.4,74,21.5,30.1,0.00,6.7,13.9,253,234,10.4,0.00,0,0,0,0,0,0.04,0.88,22.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1722477600,25.4,78,21.3,29.0,0.00,6.1,14.8,273,267,12.6,0.00,0,7,0,0,7,0.01,0.71,22.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722481200,24.0,87,21.6,27.9,0.00,5.4,10.4,290,290,9.7,0.00,0,17,6,4,13,0.00,0.40,22.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722484800,23.7,87,21.5,27.7,0.00,4.7,10.4,284,261,7.9,0.00,0,2,0,0,2,0.00,0.37,22.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722488400,23.0,90,21.3,26.7,0.00,5.6,11.0,281,255,9.0,0.00,0,0,0,0,0,0.00,0.28,21.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722492000,22.4,93,21.1,26.0,0.00,5.6,12.6,283,255,9.4,0.00,0,0,0,0,0,0.00,0.20,21.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722495600,22.0,94,21.0,25.5,0.00,6.6,13.9,280,257,11.5,0.00,0,0,0,0,0,0.00,0.16,21.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722499200,21.4,96,20.7,25.0,0.00,4.4,10.9,287,261,11.2,0.00,0,0,0,0,0,0.00,0.11,20.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722502800,20.7,97,20.2,23.9,0.00,5.4,8.0,297,278,7.6,0.00,0,0,0,0,0,0.00,0.07,20.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722506400,20.4,97,19.9,23.4,0.00,5.8,6.7,306,292,7.6,0.00,0,0,0,0,0,0.00,0.07,20.0,1,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6
1722510000,22.4,91,20.8,25.9,0.00,5.2,6.2,291,282,9.7,0.00,0,0,0,0,0,0.03,0.24,21.2,1,2301.67,NaN,52.0,27.0,25.0,203.8,52.0,131.3,101.3,52.6,48.7,296.3,75.6,255.7
1722513600,25.1,80,21.4,29.1,0.00,4.2,7.8,283,290,11.5,0.00,0,0,0,0,0,0.13,0.64,22.4,1,3600.00,NaN,205.0,140.0,65.0,488.9,205.0,380.2,271.5,185.4,86.1,647.5,271.5,503.6
1722517200,27.9,66,21.0,31.6,0.00,4.7,7.4,293,293,13.7,0.00,0,0,0,0,0,0.27,1.26,23.1,1,3600.00,NaN,386.0,299.0,87.0,639.0,386.0,621.4,456.7,353.8,102.9,756.0,456.7,735.2
1722520800,29.7,56,19.9,32.8,0.00,5.6,7.1,294,297,16.2,0.00,0,0,0,0,0,0.41,1.85,23.0,1,3600.00,NaN,559.0,457.0,102.0,723.9,559.0,838.3,623.4,509.7,113.8,807.4,623.4,934.9
1722524400,31.1,50,19.4,34.5,0.00,7.6,9.4,277,278,19.4,0.00,0,17,0,17,0,0.54,2.27,23.2,1,3600.00,NaN,707.0,596.0,111.0,778.9,707.0,1016.1,757.6,638.7,118.9,834.6,757.6,1088.9
1722528000,32.3,45,18.9,35.6,0.00,10.1,12.6,275,274,27.7,0.00,1,36,0,36,2,0.64,2.64,23.4,1,3600.00,NaN,812.0,693.0,119.0,805.2,812.0,1142.8,843.2,719.7,123.6,836.2,843.2,1186.8
1722531600,33.3,43,19.1,36.8,0.00,11.2,14.0,270,270,28.1,0.00,0,9,1,2,7,0.69,2.91,23.8,1,3600.00,NaN,851.0,723.0,128.0,793.6,851.0,1209.7,859.6,730.3,129.3,801.6,859.6,1221.9
1722535200,33.9,42,19.2,36.6,0.00,13.0,16.6,274,275,28.4,0.00,1,21,10,0,13,0.65,3.05,24.1,1,3600.00,NaN,758.0,613.0,145.0,671.5,758.0,1212.2,745.2,602.7,142.6,660.2,745.2,1191.8
1722538800,34.4,40,18.9,36.6,0.00,14.1,18.4,276,273,30.6,0.00,1,25,3,0,23,0.63,3.27,24.0,1,3600.00,NaN,715.0,552.0,163.0,637.3,715.0,1150.1,682.9,527.2,155.7,608.7,682.9,1098.5
1722542400,34.3,40,18.8,36.7,0.00,11.0,14.2,249,238,30.2,0.00,1,28,5,0,25,0.58,3.25,24.0,1,3600.00,NaN,669.0,526.0,143.0,679.7,669.0,1027.7,617.3,485.4,132.0,627.2,617.3,948.3
1722546000,32.3,50,20.5,34.2,0.00,14.8,18.4,186,183,30.6,0.00,2,56,6,0,56,0.44,2.42,24.2,1,3600.00,NaN,490.0,370.0,120.0,575.9,490.0,853.2,431.6,325.9,105.7,507.2,431.6,751.5
1722549600,30.7,61,22.2,33.5,0.00,15.3,21.3,168,165,33.5,0.00,1,37,6,0,37,0.30,1.74,24.7,1,3600.00,NaN,322.0,220.0,102.0,457.6,322.0,638.5,262.9,179.7,83.3,373.6,262.9,521.4
1722553200,29.7,67,23.0,33.4,0.00,12.1,20.9,161,150,29.9,0.00,0,8,0,0,8,0.18,1.36,24.9,1,3600.00,NaN,182.0,105.0,77.0,350.1,182.0,398.3,125.1,72.2,52.9,240.7,125.1,273.8
1722556800,27.6,76,22.9,31.4,0.00,10.9,20.5,169,153,22.3,0.00,0,14,0,4,10,0.07,0.89,24.2,1,2555.69,NaN,59.0,30.0,29.0,215.6,59.0,148.9,10.1,5.1,5.0,29.7,8.1,25.4
1722560400,26.0,83,22.9,30.6,0.00,5.5,9.7,184,148,13.0,0.00,1,34,7,0,32,0.03,0.56,23.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
1722564000,25.8,83,22.8,30.3,0.00,5.8,10.0,206,180,9.4,0.00,1,40,4,13,28,0.00,0.56,23.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722567600,25.4,84,22.5,29.6,0.00,6.5,13.3,229,214,11.9,0.00,2,70,20,11,61,0.00,0.51,23.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722571200,26.3,77,21.9,30.9,0.00,2.2,7.0,258,99,10.8,0.00,2,51,0,15,43,0.00,0.79,23.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722574800,25.1,84,22.1,28.4,0.00,11.1,21.1,237,234,17.3,0.00,2,61,9,26,47,0.02,0.52,22.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722578400,24.7,81,21.2,28.6,0.00,4.0,6.7,286,355,20.5,0.00,1,42,2,6,42,0.00,0.59,22.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722582000,24.5,82,21.2,28.3,0.00,4.6,11.2,237,252,7.6,0.00,1,20,0,4,18,0.00,0.57,22.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722585600,24.2,83,21.2,27.8,0.00,5.8,8.9,220,248,8.6,0.00,3,81,0,81,1,0.00,0.50,22.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722589200,23.2,89,21.2,26.7,0.00,7.0,10.0,232,258,8.6,0.00,3,99,0,99,1,0.00,0.32,21.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722592800,23.6,87,21.2,27.2,0.00,6.0,9.4,230,245,8.6,0.00,3,100,0,100,12,0.00,0.39,21.9,1,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
1722596400,24.7,83,21.7,28.6,0.00,5.6,10.2,225,230,9.4,0.00,3,98,0,98,2,0.04,0.51,22.5,1,875.33,NaN,45.0,14.0,31.0,106.7,45.0,127.8,88.9,27.7,61.2,154.6,65.2,252.4
1722600000,26.1,77,21.8,30.3,0.00,4.2,8.7,218,211,11.9,0.00,1,20,0,18,2,0.12,0.76,23.0,1,3600.00,NaN,183.0,117.0,66.0,412.1,183.0,377.1,242.9,155.3,87.6,547.0,242.9,500.6
1722603600,26.2,77,21.8,30.1,0.00,6.3,12.8,158,149,18.7,0.00,3,98,6,96,61,0.20,0.80,23.0,1,3600.00,NaN,280.0,174.0,106.0,373.6,280.0,618.6,331.6,206.1,125.5,442.4,331.6,732.7
1722607200,28.9,68,22.3,33.3,0.00,4.7,6.5,174,171,15.8,0.00,2,59,1,18,51,0.31,1.28,24.2,1,3600.00,NaN,422.0,263.0,159.0,417.9,422.0,835.9,470.8,293.4,177.4,466.3,470.8,932.6
1722610800,31.3,60,22.5,35.6,0.00,7.4,9.3,152,151,18.7,0.00,3,97,0,93,57,0.45,1.85,25.1,1,3600.00,NaN,572.0,423.0,149.0,554.1,572.0,1014.0,613.1,453.4,159.7,593.9,613.1,1086.8
1722614400,32.4,55,22.3,36.1,0.00,11.3,14.2,150,149,28.1,0.00,3,99,0,99,3,0.49,2.16,25.3,1,3600.00,NaN,593.0,318.0,275.0,370.2,593.0,1140.8,615.9,330.3,285.6,384.5,615.9,1184.8
1722618000,33.0,53,22.0,36.8,0.00,14.4,18.0,160,158,33.5,0.00,3,99,2,99,17,0.61,2.38,25.3,1,3600.00,NaN,739.0,485.0,254.0,533.4,739.0,1207.7,746.4,489.9,256.6,538.8,746.4,1219.9
1722621600,32.1,56,22.3,36.1,0.60,16.2,21.4,163,163,38.9,0.60,53,100,3,100,3,0.63,2.09,25.2,1,3600.00,NaN,795.0,570.0,225.0,625.6,795.0,1210.2,781.5,560.3,221.2,615.0,781.5,1189.6
1722625200,29.8,64,22.3,31.4,1.10,25.1,34.0,185,187,46.8,1.10,55,100,34,100,63,0.46,1.50,24.5,1,3600.00,NaN,583.0,281.0,302.0,325.2,583.0,1147.9,556.7,268.3,288.4,310.5,556.7,1096.1
1722628800,28.5,69,22.3,32.9,0.10,5.2,6.9,261,282,46.4,0.10,51,100,3,100,3,0.17,1.20,24.1,1,0.00,NaN,194.0,32.0,162.0,41.5,194.0,1025.1,178.9,29.5,149.4,38.2,178.9,945.5
1722632400,28.2,72,22.8,31.8,0.40,12.3,15.9,176,173,24.8,0.40,51,100,10,100,62,0.26,1.06,24.3,1,3261.70,NaN,331.0,108.0,223.0,168.7,331.0,850.3,291.3,95.1,196.3,148.5,291.3,748.3
1722636000,26.2,85,23.4,31.4,1.60,3.6,4.2,160,143,25.9,1.60,61,48,0,48,1,0.12,0.52,24.2,1,3600.00,NaN,155.0,101.0,54.0,211.2,155.0,635.2,126.4,82.3,44.0,172.2,126.4,517.8
1722639600,26.4,84,23.4,31.2,0.00,6.3,7.6,115,114,14.8,0.00,2,51,9,38,14,0.14,0.55,24.2,1,3600.00,NaN,208.0,137.0,71.0,461.3,208.0,394.5,142.2,93.7,48.6,315.5,142.2,269.8
1722643200,25.1,91,23.5,29.1,0.10,12.6,20.7,188,185,24.1,0.10,51,100,31,100,21,0.04,0.30,23.9,1,866.39,NaN,46.0,14.0,32.0,101.7,46.0,144.7,6.7,2.0,4.7,11.7,5.3,21.0
1722646800,25.7,90,23.9,30.7,0.10,7.2,11.1,151,127,12.2,0.10,51,64,0,64,2,0.02,0.34,24.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
1722650400,24.9,94,23.9,30.2,0.00,5.4,12.6,149,132,14.0,0.00,0,14,0,13,0,0.00,0.18,24.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722654000,24.3,95,23.4,29.2,0.00,5.2,8.7,210,214,9.4,0.00,1,24,0,23,2,0.00,0.16,23.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722657600,24.4,95,23.5,28.8,0.00,9.6,19.2,220,214,17.3,0.00,3,99,0,99,18,0.00,0.16,23.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722661200,24.3,94,23.3,28.9,0.00,7.1,16.5,254,255,16.9,0.00,3,100,0,100,31,0.00,0.18,23.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722664800,24.0,94,23.1,28.6,0.00,6.3,15.3,261,257,12.2,0.00,3,100,0,100,38,0.00,0.17,23.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722668400,24.0,94,22.9,28.5,0.10,6.5,15.1,258,251,11.2,0.10,51,100,0,100,81,0.00,0.19,23.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722672000,24.0,94,22.9,28.5,0.20,6.0,12.8,232,213,11.5,0.20,51,100,0,100,100,0.00,0.19,23.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722675600,23.8,95,22.9,28.0,0.00,8.9,16.9,230,220,15.5,0.00,3,100,0,100,26,0.00,0.16,23.2,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722679200,23.5,96,22.7,27.3,0.00,10.2,19.8,245,238,18.0,0.00,2,54,0,53,1,0.00,0.13,22.9,1,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
1722682800,23.9,94,22.9,27.8,0.00,10.5,20.0,247,239,19.1,0.00,1,48,0,48,0,0.03,0.17,23.1,1,1437.25,NaN,45.0,18.0,27.0,138.5,45.0,124.2,90.2,36.1,54.1,199.9,64.9,249.1
1722686400,25.0,89,23.1,29.2,0.00,9.3,13.7,256,254,20.2,0.00,2,51,10,45,0,0.12,0.33,23.6,1,3600.00,NaN,194.0,119.0,75.0,422.8,194.0,374.0,258.2,158.4,99.8,562.6,258.2,497.7
1722690000,27.0,79,22.9,31.2,0.00,8.3,11.2,264,265,19.4,0.00,2,58,0,58,0,0.25,0.76,24.0,1,3600.00,NaN,367.0,270.0,97.0,582.4,367.0,615.9,435.1,320.1,115.0,690.4,435.1,730.1
1722693600,28.8,69,22.5,32.5,0.00,10.1,13.0,275,276,22.7,0.00,2,66,0,65,3,0.39,1.23,24.3,1,3600.00,NaN,540.0,426.0,114.0,679.1,540.0,833.4,602.8,475.5,127.3,758.0,602.8,930.3
1722697200,30.3,63,22.5,34.6,0.00,10.9,13.8,277,278,25.6,0.00,3,94,0,93,10,0.50,1.58,24.8,1,3600.00,NaN,676.0,530.0,146.0,696.0,676.0,1011.8,724.7,568.2,156.5,746.1,724.7,1084.7
1722700800,31.4,57,21.8,35.6,0.00,10.5,13.4,265,266,29.9,0.00,3,86,3,86,1,0.56,1.99,24.7,1,3600.00,NaN,714.0,511.0,203.0,596.2,714.0,1138.7,741.6,530.8,210.9,619.3,741.6,1182.8
1722704400,32.4,53,21.5,36.4,0.00,11.9,15.0,246,245,31.3,0.00,1,48,8,42,4,0.60,2.30,24.9,1,3600.00,NaN,739.0,459.0,280.0,505.8,739.0,1205.7,746.4,463.6,282.8,510.9,746.4,1217.8
1722708000,33.1,51,21.7,37.0,0.00,12.5,15.9,232,229,31.3,0.00,1,45,10,35,12,0.60,2.45,25.2,1,3600.00,NaN,735.0,526.0,209.0,578.5,735.0,1208.0,722.5,517.0,205.4,568.7,722.5,1187.4
1722711600,29.6,67,22.9,34.4,4.00,7.7,10.2,228,221,31.7,4.00,63,78,4,71,26,0.46,1.36,24.8,1,3600.00,NaN,617.0,343.0,274.0,397.8,617.0,1145.5,589.0,327.4,261.6,379.8,589.0,1093.6
1722715200,29.0,71,23.1,32.3,1.30,15.5,19.5,177,176,29.9,1.30,61,70,41,32,43,0.37,1.17,24.8,1,3600.00,NaN,491.0,254.0,237.0,330.1,491.0,1022.5,452.7,234.2,218.5,304.3,452.7,942.7
1722718800,27.3,80,23.4,31.0,0.50,13.9,18.7,205,205,40.0,0.50,53,45,1,37,15,0.27,0.74,24.4,1,3600.00,NaN,382.0,179.0,203.0,280.7,382.0,847.2,336.0,157.4,178.5,246.9,336.0,745.1
1722722400,28.1,75,23.1,32.8,0.10,5.7,7.5,197,198,28.1,0.10,51,87,10,79,38,0.23,0.97,24.5,1,3600.00,NaN,315.0,190.0,125.0,399.6,315.0,631.7,256.4,154.6,101.7,325.3,256.4,514.2
1722726000,27.3,77,22.9,31.0,0.00,11.7,16.3,225,223,22.7,0.00,3,89,14,87,8,0.12,0.83,24.1,1,3600.00,NaN,127.0,53.0,74.0,180.3,127.0,390.6,86.4,36.0,50.3,122.6,86.4,265.7
1722729600,25.8,82,22.4,29.3,0.00,10.8,16.9,269,266,24.5,0.00,3,99,6,99,10,0.05,0.61,23.3,1,0.00,NaN,36.0,5.0,31.0,36.7,36.0,140.3,4.2,0.6,3.6,3.4,3.3,16.5
1722733200,24.5,93,23.3,29.3,1.10,5.8,9.8,186,184,10.4,1.10,55,92,0,91,16,0.00,0.22,23.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722736800,23.7,95,22.8,28.3,0.10,5.2,7.3,213,205,12.2,0.10,51,100,0,100,6,0.00,0.15,23.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722740400,23.6,92,22.3,26.9,3.70,12.0,20.9,177,171,23.0,3.70,63,100,76,100,47,0.00,0.22,22.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722744000,23.6,94,22.6,28.0,0.30,5.9,11.0,191,191,21.2,0.30,51,99,9,99,36,0.00,0.16,22.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722747600,23.2,96,22.5,26.8,0.00,11.0,19.2,218,218,21.2,0.00,3,100,2,80,100,0.00,0.12,22.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722751200,23.3,96,22.6,27.4,0.00,7.9,14.6,230,223,19.4,0.00,3,100,17,97,100,0.00,0.11,22.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722754800,23.3,97,22.8,27.4,0.00,8.9,16.5,226,220,16.6,0.00,3,100,18,100,0,0.00,0.09,22.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722758400,23.2,97,22.7,26.9,0.00,11.7,20.6,227,223,20.5,0.00,3,96,39,94,5,0.00,0.08,22.9,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722762000,23.0,97,22.5,27.2,0.00,7.5,14.7,239,235,20.9,0.00,3,100,50,100,24,0.00,0.08,22.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722765600,23.0,96,22.4,27.0,0.00,7.9,14.4,238,231,15.1,0.00,3,96,24,95,6,0.00,0.11,22.6,1,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722769200,23.2,95,22.3,26.7,0.00,11.4,17.2,217,215,20.9,0.00,2,72,41,52,4,0.02,0.15,22.6,1,0.00,NaN,31.0,3.0,28.0,23.3,31.0,120.6,63.1,6.1,57.0,33.5,44.6,245.7
1722772800,23.8,91,22.3,26.9,0.00,13.3,18.3,234,232,25.9,0.00,2,52,35,26,0,0.10,0.26,22.7,1,3600.00,NaN,167.0,78.0,89.0,279.6,167.0,370.8,222.8,104.1,118.7,373.0,222.8,494.7
1722776400,24.5,84,21.6,27.2,0.10,13.7,18.1,235,235,30.2,0.10,51,100,65,100,91,0.16,0.49,22.4,1,1581.59,NaN,238.0,52.0,186.0,112.7,238.0,613.1,282.4,61.7,220.7,133.7,282.4,727.4
1722780000,24.2,86,21.7,27.3,0.50,11.5,15.1,230,229,28.1,0.50,53,98,52,95,26,0.12,0.43,22.4,1,0.00,NaN,141.0,0.0,141.0,0.0,141.0,830.9,157.5,0.0,157.5,0.0,157.5,927.9
1722783600,24.4,87,22.0,27.7,1.10,11.2,14.7,239,237,27.4,1.10,55,100,31,100,28,0.18,0.40,22.6,1,0.00,NaN,264.0,38.0,226.0,50.0,264.0,1009.5,283.1,40.7,242.3,53.6,283.1,1082.5
1722787200,24.2,87,21.9,26.8,0.80,15.4,20.2,202,201,31.3,0.80,53,100,64,100,31,0.20,0.39,22.5,1,0.00,NaN,306.0,32.0,274.0,37.4,306.0,1136.6,317.9,33.2,284.6,38.9,317.9,1180.7
1722790800,25.0,82,21.7,28.0,0.20,11.8,15.4,233,230,31.3,0.20,51,100,25,100,4,0.23,0.57,22.6,1,286.97,NaN,322.0,63.0,259.0,69.6,322.0,1203.6,325.2,63.6,261.6,70.3,325.2,1215.7
1722794400,27.5,69,21.4,30.3,0.10,13.0,16.5,224,222,29.9,0.10,51,77,28,67,8,0.42,1.12,23.2,1,3600.00,NaN,581.0,201.0,380.0,221.5,581.0,1205.8,571.0,197.6,373.5,217.7,571.0,1185.1
1722798000,28.1,69,21.9,31.3,0.10,13.3,16.9,204,199,30.2,0.10,51,59,47,20,3,0.43,1.18,23.7,1,3600.00,NaN,599.0,272.0,327.0,316.3,599.0,1143.1,571.7,259.6,312.1,301.8,571.7,1091.0
1722801600,27.5,70,21.7,30.4,0.20,12.5,16.3,252,252,31.7,0.20,51,100,99,64,25,0.33,1.08,23.4,1,3600.00,NaN,438.0,224.0,214.0,292.0,438.0,1019.7,403.7,206.4,197.2,269.1,403.7,939.8
1722805200,24.8,82,21.6,28.2,1.70,9.2,12.6,246,244,28.4,1.70,61,98,7,97,34,0.17,0.56,22.5,1,183.97,NaN,231.0,42.0,189.0,66.1,231.0,844.1,203.0,36.9,166.1,58.1,203.0,741.7
1722808800,25.0,81,21.5,28.0,0.00,11.3,16.3,235,233,21.6,0.00,2,76,0,75,1,0.14,0.60,22.5,1,548.68,NaN,167.0,37.0,130.0,78.3,167.0,628.1,135.7,30.1,105.6,63.6,135.7,510.4
1722812400,25.4,81,21.9,28.8,0.00,10.2,14.6,254,252,22.7,0.00,3,100,2,100,4,0.13,0.61,22.9,1,3600.00,NaN,182.0,88.0,94.0,302.6,182.0,386.6,123.1,59.5,63.6,204.6,123.1,261.4
1722816000,24.4,86,22.0,27.9,0.00,9.9,18.4,235,224,19.4,0.00,3,88,0,86,15,0.04,0.42,22.6,1,868.42,NaN,45.0,14.0,31.0,104.1,45.0,135.8,3.9,1.2,2.7,6.9,3.0,11.8
1722819600,24.6,88,22.5,27.8,0.00,14.1,25.7,226,218,23.8,0.00,0,12,0,7,6,0.02,0.38,23.0,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722823200,24.2,87,21.9,27.1,0.00,13.1,25.3,240,238,24.1,0.00,0,7,0,0,6,0.01,0.39,22.5,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722826800,23.9,88,21.8,26.8,0.00,12.9,24.8,251,247,22.3,0.00,0,6,0,0,6,0.01,0.35,22.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722830400,23.6,90,21.9,26.7,0.00,12.0,23.7,257,254,22.3,0.00,0,2,0,0,1,0.01,0.28,22.3,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722834000,23.2,91,21.7,26.5,0.00,10.4,21.6,274,270,20.5,0.00,0,0,0,0,0,0.00,0.25,22.1,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722837600,22.9,92,21.5,26.2,0.00,8.8,20.0,293,282,17.6,0.00,0,1,0,0,1,0.00,0.23,21.8,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722841200,22.4,92,21.0,25.8,0.00,6.9,18.1,313,298,15.1,0.00,0,0,0,0,0,0.00,0.22,21.4,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722844800,21.9,90,20.2,24.8,0.00,7.4,19.2,326,317,12.2,0.00,0,0,0,0,0,0.00,0.27,20.6,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722848400,21.5,86,19.0,23.7,0.00,8.0,20.3,333,324,13.7,0.00,0,0,0,0,0,0.00,0.36,19.7,0,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722852000,20.9,85,18.3,23.0,0.00,6.6,18.0,331,319,13.3,0.00,0,0,0,0,0,0.00,0.38,19.0,1,0.00,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722855600,21.9,80,18.3,23.7,0.00,8.7,17.1,330,318,14.0,0.00,0,0,0,0,0,0.04,0.53,19.4,1,2088.30,NaN,47.0,25.0,22.0,196.4,47.0,116.9,97.4,51.8,45.6,281.0,67.3,242.2
1722859200,23.9,74,18.9,26.2,0.00,7.1,16.1,340,330,15.1,0.00,0,0,0,0,0,0.13,0.78,20.4,1,3600.00,NaN,199.0,137.0,62.0,495.5,199.0,367.5,266.2,183.3,82.9,662.8,266.2,491.7
